38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||021|Reimbursement of Medical Expenses|2014-00-116-1-00|Reimbursement of Medical Expenses||Data|Object-Head|11.57|17.00|17.00|17.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||034|Contract/Outsource|2014-00-116-1-00|Contract/Outsource||Data|Object-Head|0.60|3.22|3.22|3.32
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||041|Travel Expenses|2014-00-116-1-00|Travel Expenses||Data|Object-Head|17.10|17.00|17.00|17.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||050|Office Expenses|2014-00-116-1-00|Office Expenses||Data|Object-Head||4.00|4.00|5.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||051|General Expenses|2014-00-116-1-00|General Expenses||Data|Object-Head|35.49|40.00|40.00|15.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||052|Telephone Charges|2014-00-116-1-00|Telephone Charges||Data|Object-Head|1.99|||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||071|Building Expenses|2014-00-116-1-00|Building Expenses||Data|Object-Head|183.01|237.00|237.00|200.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||177|IT Expenditure|2014-00-116-1-00|IT Expenditure||Data|Object-Head||1.00|1.00|
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||180|Machinery and Equipments|2014-00-116-1-00|Machinery and Equipments||Data|Object-Head|4.60|||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||195|Transport Expenses|2014-00-116-1-00|Transport Expenses||Data|Object-Head|27.42|53.19|53.19|55.77
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||200|Maintenance Expenditure|2014-00-116-1-00|Maintenance Expenditure||Data|Object-Head||4.00|4.00|4.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00||324|Honorarium|2014-00-116-1-00|Honorarium||Data|Object-Head|4.33|10.00|10.00|5.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|1|Karnataka Administrative Tribunal|00|||||HOA Total :||Total|Detailed-Head|2492.78|2985.41|2985.41|2998.09
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|2|KAT-Kalaburagi|||||2014-00-116-2-00|KAT-Kalaburagi||Header|Sub-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|2|KAT-Kalaburagi|00||||2014-00-116-2-00|||Header|Detailed-Head||||
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|2|KAT-Kalaburagi|00||015|Subsidiary Expenses|2014-00-116-2-00|Subsidiary Expenses||Data|Object-Head|0.12|1.00|1.00|1.00
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|2|KAT-Kalaburagi|00||034|Contract/Outsource|2014-00-116-2-00|Contract/Outsource||Data|Object-Head|1.83|3.07|3.07|3.18
38|01|04|2014|Administration of Justice|00||116|Karnataka Administrative Tribunal|2|KAT-Kalaburagi|00||041|Travel Expenses|2014-00-116-2-00|Travel Expenses||Data|Object-Head|0.02|1.00|1.00|1.00
