134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|051|General Expenses|2011-02-103-1-01|General Expenses||Data|Object-Head|712.91|97.70|1657.70|300.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|052|Telephone Charges|2011-02-103-1-01|Telephone Charges||Data|Object-Head|30.52|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|053|Purchase of Furniture and Fixture for Office|2011-02-103-1-01|Purchase of Furniture and Fixture for Office||Data|Object-Head|35.46|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|071|Building Expenses|2011-02-103-1-01|Building Expenses||Data|Object-Head||1.00|1.00|1.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|140|Minor Works|2011-02-103-1-01|Minor Works||Data|Object-Head|54.30|100.00|100.00|50.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|200|Maintenance Expenditure|2011-02-103-1-01|Maintenance Expenditure||Data|Object-Head||30.00|30.00|20.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|221|Materials and Supplies|2011-02-103-1-01|Materials and Supplies||Data|Object-Head||30.00|30.00|5.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|1|Legislative Assembly Secretariat|01|Legislative Assembly Secretariat|||2011-02-103-1-01|HOA Total :||Total|Detailed-Head|8262.65|8909.64|10603.51|9409.65
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|2|Legislative Council Secretariat|01|Legislative Council Secretariat|||2011-02-103-2-01|Legislative Council Secretariat||Header|Detailed-Head||||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|2|Legislative Council Secretariat|01|Legislative Council Secretariat|002|Basic Pay|2011-02-103-2-01|Basic Pay||Data|Object-Head|474.84|1530.00|1530.00|1511.00
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|2|Legislative Council Secretariat|01|Legislative Council Secretariat|003|Basic Pay-Staff|2011-02-103-2-01|Basic Pay-Staff||Data|Object-Head|825.58|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|2|Legislative Council Secretariat|01|Legislative Council Secretariat|004|Interim Relief|2011-02-103-2-01|Interim Relief||Data|Object-Head|84.30|||
134|01|28|2011|Parliament/State/Union Territory Legislatures|02|State/Union Territory Legislatures|103|Legislative Secretariat|2|Legislative Council Secretariat|01|Legislative Council Secretariat|011|Dearness Allowance|2011-02-103-2-01|Dearness Allowance||Data|Object-Head|315.60|341.00|341.00|383.00
