Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4|Avg_Accuracy_%
1|02|12|2220|Information and Publicity|01||800||0||14|Establishment of Memorials|100|Financial Assistance/Relief|2220-01-800-0-14|Financial Assistance/Relief|V|Data|Object-Head|494.07|300.00|350.00|300.00|100.0
1|02|12|2220|Information and Publicity|01||800||0||14|Establishment of Memorials|200|Maintenance Expenditure|2220-01-800-0-14|Maintenance Expenditure|V|Data|Object-Head|75.00|100.00|100.00|100.00|100.0
1|02|12|2220|Information and Publicity|01||800||0||14|Establishment of Memorials|||2220-01-800-0-14|HOA Total:|V|Total|Detailed-Head|569.07|400.00|450.00|400.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|||2220-60-001-0-01|Directorate of Information & Publicity|V|Header|Detailed-Head|||||100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|002|Basic Pay|2220-60-001-0-01|Basic Pay|V|Data|Object-Head|255.82|1213.00|1213.00|1192.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|003|Basic Pay-Staff|2220-60-001-0-01|Basic Pay-Staff|V|Data|Object-Head|666.68||||100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|004|Interim Relief|2220-60-001-0-01|Interim Relief|V|Data|Object-Head|63.07||||100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|011|Dearness Allowance|2220-60-001-0-01|Dearness Allowance|V|Data|Object-Head|226.42|267.00|267.00|311.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|014|Other Allowance|2220-60-001-0-01|Other Allowance|V|Data|Object-Head|156.72|208.00|208.00|192.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|015|Subsidiary Expenses|2220-60-001-0-01|Subsidiary Expenses|V|Data|Object-Head|1.10|2.00|2.00|2.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|020|Medical Allowance|2220-60-001-0-01|Medical Allowance|V|Data|Object-Head|4.74||||100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|021|Reimbursement of Medical Expenses|2220-60-001-0-01|Reimbursement of Medical Expenses|V|Data|Object-Head|10.62|15.00|15.00|15.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|034|Contract/Outsource|2220-60-001-0-01|Contract/Outsource|V|Data|Object-Head|299.66|286.84|486.84|335.41|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|041|Travel Expenses|2220-60-001-0-01|Travel Expenses|V|Data|Object-Head|13.84|15.00|15.00|15.00|100.0
1|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|050|Office Expenses|2220-60-001-0-01|Office Expenses|V|Data|Object-Head|70.99|96.00|96.00|98.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|051|General Expenses|2220-60-001-0-01|General Expenses|V|Data|Object-Head|22.99|26.00|26.00|27.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|052|Telephone Charges|2220-60-001-0-01|Telephone Charges|V|Data|Object-Head|14.51||||100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|059|Other Expenses|2220-60-001-0-01|Other Expenses|V|Data|Object-Head|97.24|80.00|80.00|80.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|071|Building Expenses|2220-60-001-0-01|Building Expenses|V|Data|Object-Head|49.53|50.00|50.00|50.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|100|Financial Assistance/Relief|2220-60-001-0-01|Financial Assistance/Relief|V|Data|Object-Head|306.40|390.64|390.64|2400.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|106|Subsidies|2220-60-001-0-01|Subsidies|V|Data|Object-Head|638.91||1800.00|100.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|195|Transport Expenses|2220-60-001-0-01|Transport Expenses|V|Data|Object-Head|78.86|103.48|103.48|260.86|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|200|Maintenance Expenditure|2220-60-001-0-01|Maintenance Expenditure|V|Data|Object-Head|87.27|40.00|40.00|40.00|100.0
2|02|12|2220|Information and Publicity|60||001||0||01|Directorate of Information & Publicity|||2220-60-001-0-01|HOA Total:|V|Total|Detailed-Head|3065.37|2792.96|4792.96|5118.27|100.0
2|02|12|2220|Information and Publicity|60||001||0||50|Vacant Post Provision|||2220-60-001-0-50|Vacant Post Provision|V|Header|Detailed-Head|||||100.0
2|02|12|2220|Information and Publicity|60||001||0||50|Vacant Post Provision|014|Other Allowance|2220-60-001-0-50|Other Allowance|V|Data|Object-Head||1970.76|1751.66|2445.76|100.0
2|02|12|2220|Information and Publicity|60||001||0||50|Vacant Post Provision|||2220-60-001-0-50|HOA Total:|V|Total|Detailed-Head|0.00|1970.76|1751.66|2445.76|100.0
2|02|12|2220|Information and Publicity|60||101||0||04|Karnataka State Temperance Board|||2220-60-101-0-04|Karnataka State Temperance Board|V|Header|Detailed-Head|||||100.0
2|02|12|2220|Information and Publicity|60||101||0||04|Karnataka State Temperance Board|101|Grants-in-Aid-Salaries|2220-60-101-0-04|Grants-in-Aid-Salaries|V|Data|Object-Head|20.11|29.33|29.33|18.39|100.0
2|02|12|2220|Information and Publicity|60||101||0||04|Karnataka State Temperance Board|103|Grants-in-Aid -General|2220-60-101-0-04|Grants-in-Aid -General|V|Data|Object-Head|110.00|110.00|110.00|110.00|100.0
2|02|12|2220|Information and Publicity|60||101||0||04|Karnataka State Temperance Board|115|GIA Contract /Outsource|2220-60-101-0-04|GIA Contract /Outsource|V|Data|Object-Head|14.56|15.15|15.15|18.05|100.0
2|02|12|2220|Information and Publicity|60||101||0||04|Karnataka State Temperance Board|||2220-60-101-0-04|HOA Total:|V|Total|Detailed-Head|144.67|154.48|154.48|146.44|100.0
2|02|12|2220|Information and Publicity|60||103||0||03|Karnataka Press Academy|||2220-60-103-0-03|Karnataka Press Academy|V|Header|Detailed-Head|||||100.0
2|02|12|2220|Information and Publicity|60||103||0||03|Karnataka Press Academy|101|Grants-in-Aid-Salaries|2220-60-103-0-03|Grants-in-Aid-Salaries|V|Data|Object-Head|26.27|32.73|32.73|55.70|100.0
2|02|12|2220|Information and Publicity|60||103||0||03|Karnataka Press Academy|103|Grants-in-Aid -General|2220-60-103-0-03|Grants-in-Aid -General|V|Data|Object-Head|105.00|170.00|170.00|200.00|100.0
2|02|12|2220|Information and Publicity|60||103||0||03|Karnataka Press Academy|115|GIA Contract /Outsource|2220-60-103-0-03|GIA Contract /Outsource|V|Data|Object-Head|5.76|13.76|13.76|14.06|100.0
2|02|12|2220|Information and Publicity|60||103||0||03|Karnataka Press Academy|||2220-60-103-0-03|HOA Total:|V|Total|Detailed-Head|137.03|216.49|216.49|269.76|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|||2220-60-106-0-04|Mass Communication & Field Publicity|V|Header|Detailed-Head|||||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|002|Basic Pay|2220-60-106-0-04|Basic Pay|V|Data|Object-Head|113.22|608.00|618.33|603.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|003|Basic Pay-Staff|2220-60-106-0-04|Basic Pay-Staff|V|Data|Object-Head|462.04||||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|004|Interim Relief|2220-60-106-0-04|Interim Relief|V|Data|Object-Head|39.99||||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|011|Dearness Allowance|2220-60-106-0-04|Dearness Allowance|V|Data|Object-Head|146.79|134.00|134.00|151.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|014|Other Allowance|2220-60-106-0-04|Other Allowance|V|Data|Object-Head|120.47|107.00|115.77|106.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|020|Medical Allowance|2220-60-106-0-04|Medical Allowance|V|Data|Object-Head|3.48||||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|021|Reimbursement of Medical Expenses|2220-60-106-0-04|Reimbursement of Medical Expenses|V|Data|Object-Head|2.19|15.00|15.00|15.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|041|Travel Expenses|2220-60-106-0-04|Travel Expenses|V|Data|Object-Head|0.97|1.00|1.00|1.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|050|Office Expenses|2220-60-106-0-04|Office Expenses|V|Data|Object-Head||3.00|3.00|3.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|051|General Expenses|2220-60-106-0-04|General Expenses|V|Data|Object-Head|1261.42|500.00|500.00|500.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|052|Telephone Charges|2220-60-106-0-04|Telephone Charges|V|Data|Object-Head|1.97||||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|071|Building Expenses|2220-60-106-0-04|Building Expenses|V|Data|Object-Head|1.00|1.00|1.00|1.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|195|Transport Expenses|2220-60-106-0-04|Transport Expenses|V|Data|Object-Head|3.13|14.14|14.14||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|221|Materials and Supplies|2220-60-106-0-04|Materials and Supplies|V|Data|Object-Head|0.97|1.00|1.00||100.0
3|2|12|2220|Information and Publicity|60||106||0||04|Mass Communication & Field Publicity|||2220-60-106-0-04|HOA Total:|V|Total|Detailed-Head|2157.64|1384.14|1403.24|1380.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||05|Publicity and IEC for Government Programmes|||2220-60-106-0-05|Publicity and IEC for Government Programmes|V|Header|Detailed-Head|||||100.0
3|2|12|2220|Information and Publicity|60||106||0||05|Publicity and IEC for Government Programmes|059|Other Expenses|2220-60-106-0-05|Other Expenses|V|Data|Object-Head|20042.50|10500.00|10500.00|10500.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||05|Publicity and IEC for Government Programmes|422|Schedule Caste Sub Plan|2220-60-106-0-05|Schedule Caste Sub Plan|V|Data|Object-Head|4778.75|2100.00|2100.00|2100.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||05|Publicity and IEC for Government Programmes|423|Tribal Sub Plan|2220-60-106-0-05|Tribal Sub Plan|V|Data|Object-Head|866.21|900.00|900.00|900.00|100.0
3|2|12|2220|Information and Publicity|60||106||0||05|Publicity and IEC for Government Programmes|||2220-60-106-0-05|HOA Total:|V|Total|Detailed-Head|25687.46|13500.00|13500.00|13500.00|100.0
3|2|12|2220|Information and Publicity|60||800||0||21|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|||2220-60-800-0-21|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|V|Header|Detailed-Head|||||100.0
3|2|12|2220|Information and Publicity|60||800||0||21|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|422|Schedule Caste Sub Plan|2220-60-800-0-21|Schedule Caste Sub Plan|V|Data|Object-Head||7.21|7.21||100.0
4|2|12|2220|Information and Publicity|60||800|Other Expenditure|0||21|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|423|Tribal Sub Plan|2220-60-800-0-21|Tribal Sub Plan|V|Data|Object-Head||3.71|3.71||100.0
4|2|12|2220|Information and Publicity|60||800|Other Expenditure|0||21|Unspent SCSP-TSP Amount as per the SCSP-TSPAct 2013|||2220-60-800-0-21|HOA Total :|V|Total|Detailed-Head|0.00|10.92|10.92|0.00|100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||00|Deduct - Recoveries of Overpayments||||2220-60-911-0-00|Deduct - Recoveries of Overpayments|Header|Detailed-Head|||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||00|Deduct - Recoveries of Overpayments|364|Deduct - Recoveries|2220-60-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.01||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||00|Deduct - Recoveries of Overpayments|||2220-60-911-0-00|HOA Total :|V|Total|Detailed-Head|-0.01|0.00|0.00|0.00|100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year||||2220-60-911-0-01|Deduct Recovery of Over Payments of Current Year|Header|Detailed-Head|||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2220-60-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-0.79||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||01|Deduct Recovery of Over Payments of Current Year|||2220-60-911-0-01|HOA Total :|V|Total|Detailed-Head|-0.79|0.00|0.00|0.00|100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||02|Deduct-Recovery of Overpayments||||2220-60-911-0-02|Deduct-Recovery of Overpayments|Header|Detailed-Head|||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||02|Deduct-Recovery of Overpayments|364|Deduct - Recoveries|2220-60-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-800.25||||100.0
4|2|12|2220|Information and Publicity|60||911|Deduct - Recoveries of Overpayments|0||02|Deduct-Recovery of Overpayments|||2220-60-911-0-02|HOA Total :|V|Total|Detailed-Head|-800.25|0.00|0.00|0.00|100.0
4|2|12|2220|Information and Publicity|60||||||||||2220|2220 - Total :|V|Total|Major-Head|31727.18|20868.83|23218.83|23695.85|
5|2|12|4220|Capital Outlay on Information & Publicity|60||||||||||4220|Capital Outlay on Information & Publicity||Header|Major-Head|||||
5|2|12|4220|Capital Outlay on Information & Publicity|60||101||1||01|Capital Expenses-Information Department|||4220-60-101-1-01|Capital Expenses-Information Department||Header|Detailed-Head|||||100.0
5|2|12|4220|Capital Outlay on Information & Publicity|60||101||1||01|Capital Expenses-Information Department|132|Other Capital Expenses|4220-60-101-1-01|Other Capital Expenses||Data|Object-Head||||100.00|100.0
5|2|12|4220|Capital Outlay on Information & Publicity|60||101||1||01|Capital Expenses-Information Department|199|Transportation Assets|4220-60-101-1-01|Transportation Assets||Data|Object-Head||50.00|403.57|250.00|100.0
5|2|12|4220|Capital Outlay on Information & Publicity|60||101||1||01|Capital Expenses-Information Department|||4220-60-101-1-01|HOA Total :||Total|Detailed-Head|0.00|50.00|403.57|350.00|100.0
5|2|12|4220|Capital Outlay on Information & Publicity|60||||||||||4220|4220 - Total :||Total|Major-Head|0.00|50.00|403.57|350.00|
6|2|12|2205|Art and Culture|00||||||||||2205|Art and Culture||Header|Major-Head|||||
6|2|12|2205|Art and Culture|00||101||0||11|Karnataka Exhibition Authority|||2205-00-101-0-11|Karnataka Exhibition Authority||Header|Detailed-Head|||||100.0
6|2|12|2205|Art and Culture|00||101||0||11|Karnataka Exhibition Authority|101|Grants-in-Aid-Salaries|2205-00-101-0-11|Grants-in-Aid-Salaries||Data|Object-Head|124.99|120.13|120.13|137.59|100.0
6|2|12|2205|Art and Culture|00||101||0||11|Karnataka Exhibition Authority|103|Grants-in-Aid -General|2205-00-101-0-11|Grants-in-Aid -General||Data|Object-Head|15.00|515.00|515.00|1015.00|100.0
6|2|12|2205|Art and Culture|00||101||0||11|Karnataka Exhibition Authority|115|GIA Contract /Outsource|2205-00-101-0-11|GIA Contract /Outsource||Data|Object-Head||16.45|16.45|18.96|100.0
6|2|12|2205|Art and Culture|00||101||0||11|Karnataka Exhibition Authority||||2205-00-101-0-11|HOA Total :|Total|Detailed-Head|139.99|651.58|651.58|1171.55|100.0
6|2|12|2205|Art and Culture|00||102||0||78|Development Authority (Sahyadri, Lakkundi, Chalukya)|||2205-00-102-0-78|Development Authority (Sahyadri, Lakkundi, Chalukya)||Header|Detailed-Head|||||100.0
6|2|12|2205|Art and Culture|00||102||0||78|Development Authority (Sahyadri, Lakkundi, Chalukya)|101|Grants-in-Aid-Salaries|2205-00-102-0-78|Grants-in-Aid-Salaries||Data|Object-Head|10.16|26.53|26.53|15.65|100.0
6|2|12|2205|Art and Culture|00||102||0||78|Development Authority (Sahyadri, Lakkundi, Chalukya)|103|Grants-in-Aid -General|2205-00-102-0-78|Grants-in-Aid -General||Data|Object-Head|30.00|35.00|35.00|35.00|100.0
6|2|12|2205|Art and Culture|00||102||0||78|Development Authority (Sahyadri, Lakkundi, Chalukya)|115|GIA Contract /Outsource|2205-00-102-0-78|GIA Contract /Outsource||Data|Object-Head|22.73|24.76|24.76|14.25|100.0
6|2|12|2205|Art and Culture|00||102||0||78|Development Authority (Sahyadri, Lakkundi, Chalukya)||||2205-00-102-0-78|HOA Total :|Total|Detailed-Head|62.89|86.29|86.29|64.90|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|||2205-00-103-0-01|Department of Archaeology Museums & Heritage||Header|Detailed-Head|||||100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|002|Basic Pay|2205-00-103-0-01|Basic Pay||Data|Object-Head|140.77|365.00|365.00|320.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|003|Basic Pay-Staff|2205-00-103-0-01|Basic Pay-Staff||Data|Object-Head|152.56||||100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|004|Interim Relief|2205-00-103-0-01|Interim Relief||Data|Object-Head|19.52||||100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|011|Dearness Allowance|2205-00-103-0-01|Dearness Allowance||Data|Object-Head|69.05|80.00|80.00|80.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|014|Other Allowance|2205-00-103-0-01|Other Allowance||Data|Object-Head|50.63|63.00|63.00|58.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|015|Subsidiary Expenses|2205-00-103-0-01|Subsidiary Expenses||Data|Object-Head||3.00|3.00|3.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|020|Medical Allowance|2205-00-103-0-01|Medical Allowance||Data|Object-Head|1.22||||100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|021|Reimbursement of Medical Expenses|2205-00-103-0-01|Reimbursement of Medical Expenses||Data|Object-Head|13.34|15.00|15.00|15.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|033|Daily-wages|2205-00-103-0-01|Daily-wages||Data|Object-Head|27.32|24.68|24.68|25.29|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|034|Contract/Outsource|2205-00-103-0-01|Contract/Outsource||Data|Object-Head|290.42|187.17|187.17|194.21|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|041|Travel Expenses|2205-00-103-0-01|Travel Expenses||Data|Object-Head|1.99|2.00|2.00|2.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|050|Office Expenses|2205-00-103-0-01|Office Expenses||Data|Object-Head||10.00|10.00|10.00|100.0
6|2|12|2205|Art and Culture|00||103||0||01|Department of Archaeology Museums & Heritage|051|General Expenses|2205-00-103-0-01|General Expenses||Data|Object-Head|15.00|10.00|10.00|110.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|052|Telephone Charges|2205-00-103-0-01|Telephone Charges|V|Data|Object-Head|0.77||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|059|Other Expenses|2205-00-103-0-01|Other Expenses|V|Data|Object-Head|1000.00|500.00|500.00|500.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|071|Building Expenses|2205-00-103-0-01|Building Expenses|V|Data|Object-Head|3.28|8.00|8.00|8.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|195|Transport Expenses|2205-00-103-0-01|Transport Expenses|V|Data|Object-Head|46.00|56.56|56.56|44.02|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|200|Maintenance Expenditure|2205-00-103-0-01|Maintenance Expenditure|V|Data|Object-Head|9.40|15.00|15.00|10.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||01|Department of Archaeology Museums & Heritage|||2205-00-103-0-01|HOA Total :|V|Total|Detailed-Head|1841.27|1339.41|1339.41|1379.52|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|||2205-00-103-0-21|Heritage Commissioner|V|Header|Detailed-Head|||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|002|Basic Pay|2205-00-103-0-21|Basic Pay|V|Data|Object-Head|29.57|70.00|70.00|80.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|003|Basic Pay-Staff|2205-00-103-0-21|Basic Pay-Staff|V|Data|Object-Head|26.98||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|004|Interim Relief|2205-00-103-0-21|Interim Relief|V|Data|Object-Head|3.24||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|011|Dearness Allowance|2205-00-103-0-21|Dearness Allowance|V|Data|Object-Head|12.26|16.00|16.00|20.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|014|Other Allowance|2205-00-103-0-21|Other Allowance|V|Data|Object-Head|12.29|17.00|17.00|19.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|020|Medical Allowance|2205-00-103-0-21|Medical Allowance|V|Data|Object-Head|0.18||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|021|Reimbursement of Medical Expenses|2205-00-103-0-21|Reimbursement of Medical Expenses|V|Data|Object-Head||3.00|3.00|3.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|034|Contract/Outsource|2205-00-103-0-21|Contract/Outsource|V|Data|Object-Head|79.83|141.26|141.26|141.13|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|041|Travel Expenses|2205-00-103-0-21|Travel Expenses|V|Data|Object-Head|1.73|2.00|2.00|2.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|050|Office Expenses|2205-00-103-0-21|Office Expenses|V|Data|Object-Head||2.00|2.00|2.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|051|General Expenses|2205-00-103-0-21|General Expenses|V|Data|Object-Head|1.79|3.00|3.00|3.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|052|Telephone Charges|2205-00-103-0-21|Telephone Charges|V|Data|Object-Head|0.23||||100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|059|Other Expenses|2205-00-103-0-21|Other Expenses|V|Data|Object-Head|777.17|800.00|800.00|800.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|071|Building Expenses|2205-00-103-0-21|Building Expenses|V|Data|Object-Head||1.00|1.00|1.00|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|195|Transport Expenses|2205-00-103-0-21|Transport Expenses|V|Data|Object-Head|8.47|9.92|9.92|11.32|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|324|Honorarium|2205-00-103-0-21|Honorarium|V|Data|Object-Head|33.22|75.00|75.00|77.76|100.0
7|2|12|2205|Art and Culture|00||103|Archaeology Museums & Heritage|0||21|Heritage Commissioner|||2205-00-103-0-21|HOA Total :|V|Total|Detailed-Head|986.96|1140.18|1140.18|1160.21|100.0
