Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4|Avg_Accuracy_%
1|04|07|2059|Public Works|80||196||1||01||417|Kalaburagi|2059-80-196-1-01|Kalaburagi||Data|Object-Head|1320.72|1819.47|1819.47|1838.48|100.0
1|04|07|2059|Public Works|80||196||1||01||418|Ballari|2059-80-196-1-01|Ballari||Data|Object-Head|503.08|593.41|593.41|621.62|100.0
1|04|07|2059|Public Works|80||196||1||01||419|Bidar|2059-80-196-1-01|Bidar||Data|Object-Head|1329.76|1002.25|1002.25|1044.21|100.0
1|04|07|2059|Public Works|80||196||1||01||420|Raichur|2059-80-196-1-01|Raichur||Data|Object-Head|650.31|649.64|649.64|734.20|100.0
1|04|07|2059|Public Works|80||196||1||01||421|Yadgiri|2059-80-196-1-01|Yadgiri||Data|Object-Head|491.58|488.80|488.80|497.53|100.0
1|04|07|2059|Public Works|80||196||1||01||451|Davanagere|2059-80-196-1-01|Davanagere||Data|Object-Head|660.09|759.73|759.73|703.32|100.0
1|04|07|2059|Public Works|80||196||1||01||452|Bengaluru South|2059-80-196-1-01|Bengaluru South||Data|Object-Head|516.46|507.57|507.57|493.38|100.0
1|04|07|2059|Public Works|80||196||1||01||453|Chikkaballapura|2059-80-196-1-01|Chikkaballapura||Data|Object-Head|504.29|571.97|571.97|551.63|100.0
1|04|07|2059|Public Works|80||196||1||01||456|Chamarajanagar|2059-80-196-1-01|Chamarajanagar||Data|Object-Head|435.18|515.15|515.15|579.52|100.0
1|04|07|2059|Public Works|80||196||1||01||457|Udupi|2059-80-196-1-01|Udupi||Data|Object-Head|389.56|410.92|410.92|410.96|100.0
1|04|07|2059|Public Works|80||196||1||01||461|Bagalkot|2059-80-196-1-01|Bagalkot||Data|Object-Head|584.64|636.67|636.67|737.66|100.0
2|04|07|2059|Public Works|80||196||1||01||462|Gadag|2059-80-196-1-01|Gadag||Data|Object-Head|541.22|492.42|492.42|493.67|100.0
2|04|07|2059|Public Works|80||196||1||01||463|Haveri|2059-80-196-1-01|Haveri||Data|Object-Head|580.13|609.20|609.20|677.15|100.0
2|04|07|2059|Public Works|80||196||1||01||466|Koppal|2059-80-196-1-01|Koppal||Data|Object-Head|501.42|571.18|571.18|512.00|100.0
2|04|07|2059|Public Works|80||196||1||01||467|Vijayanagara|2059-80-196-1-01|Vijayanagara||Data|Object-Head|659.68|669.23|669.23|601.82|100.0
2|04|07|2059|Public Works|80||196||1||01||||2059-80-196-1-01|HOA Total :||Total|Detailed-Head|22518.72|23968.40|23968.40|24339.92|100.0
2|04|07|2059|Public Works|80||911|Deduct Recovery of Over Payment of Previous years-ZP|0||04||||2059-80-911-0-04|Deduct Recovery of Over Payment of Previous years-ZP||Header|Detailed-Head|||||100.0
2|04|07|2059|Public Works|80||911|Deduct Recovery of Over Payment of Previous years-ZP|0||04||261|Inter Account Transfers|2059-80-911-0-04|Inter Account Transfers||Data|Object-Head|-2270.00|-6785.27|-6785.27|-4599.58|100.0
2|04|07|2059|Public Works|80||911|Deduct Recovery of Over Payment of Previous years-ZP|0||04||||2059-80-911-0-04|HOA Total :||Total|Detailed-Head|-2270.00|-6785.27|-6785.27|-4599.58|100.0
2|04|07|2059|Public Works|80||||||||||2059|2059 - Total :||Total|Major-Head|20248.72|17183.13|17183.13|19740.34|
3|04|07|2205|Art and Culture|00||||||||||2205|Art and Culture|V|Header|Major-Head|||||
3|04|07|2205|Art and Culture|00||198||1||02|Gram Panchayat Libraries & Information Center|||2205-00-198-1-02|Gram Panchayat Libraries & Information Center|V|Header|Detailed-Head|||||100.0
3|04|07|2205|Art and Culture|00||198||1||02|Gram Panchayat Libraries & Information Center|300|Lumpsum - ZP|2205-00-198-1-02|Lumpsum - ZP|V|Data|Object-Head|8120.05|8480.00|8480.00|9980.00|100.0
3|04|07|2205|Art and Culture|00||198||1||02|Gram Panchayat Libraries & Information Center|||2205-00-198-1-02|HOA Total :|V|Total|Detailed-Head|8120.05|8480.00|8480.00|9980.00|100.0
3|04|07|2205|Art and Culture|00||||||||||2205|2205 - Total :|V|Total|Major-Head|8120.05|8480.00|8480.00|9980.00|
4|04|07|2210|Medical and Public Health|80||||||||||2210|Medical and Public Health|V|Header|Major-Head|||||
4|04|07|2210|Medical and Public Health|80||196||6||02|XV FCG- 15th Finance Commission Grants for Strengthening Primary Healthcare Facilities|||2210-80-196-6-02|XV FCG- 15th Finance Commission Grants for Strengthening Primary Healthcare Facilities|V|Header|Detailed-Head|||||100.0
4|04|07|2210|Medical and Public Health|80||196||6||02|XV FCG- 15th Finance Commission Grants for Strengthening Primary Healthcare Facilities|300|Lumpsum - ZP|2210-80-196-6-02|Lumpsum - ZP|V|Data|Object-Head|11646.44|37453.00|37453.00||100.0
4|04|07|2210|Medical and Public Health|80||196||6||02|XV FCG- 15th Finance Commission Grants for Strengthening Primary Healthcare Facilities|||2210-80-196-6-02|HOA Total :|V|Total|Detailed-Head|11646.44|37453.00|37453.00|0.00|100.0
4|04|07|2210|Medical and Public Health|80||||||||||2210|2210 - Total :|V|Total|Major-Head|11646.44|37453.00|37453.00|0.00|
5|04|07|2215|Water Supply and Sanitation|01||||||||||2215|Water Supply and Sanitation|V|Header|Major-Head|||||
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|||2215-01-001-1-03|Rural Water Supply and Sanitation Department|V|Header|Detailed-Head|||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|002|Basic Pay|2215-01-001-1-03|Basic Pay|V|Data|Object-Head|4810.28|11400.00|11400.00|11434.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|003|Basic Pay-Staff|2215-01-001-1-03|Basic Pay-Staff|V|Data|Object-Head|4201.58||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|004|Interim Relief|2215-01-001-1-03|Interim Relief|V|Data|Object-Head|486.97||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|011|Dearness Allowance|2215-01-001-1-03|Dearness Allowance|V|Data|Object-Head|1926.38|2515.00|2515.00|2859.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|014|Other Allowance|2215-01-001-1-03|Other Allowance|V|Data|Object-Head|1060.32|1297.00|1297.00|1340.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|020|Medical Allowance|2215-01-001-1-03|Medical Allowance|V|Data|Object-Head|30.82||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|021|Reimbursement of Medical Expenses|2215-01-001-1-03|Reimbursement of Medical Expenses|V|Data|Object-Head|51.93|96.00|96.00|94.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|033|Daily-wages|2215-01-001-1-03|Daily-wages|V|Data|Object-Head|1556.62|1544.89|1544.89|1380.15|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|034|Contract/Outsource|2215-01-001-1-03|Contract/Outsource|V|Data|Object-Head|1436.26|1546.96|1546.96|1602.20|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|035|Salary of Board/Corp.Staff working in State Government|2215-01-001-1-03|Salary of Board/Corp.Staff working in State Government|V|Data|Object-Head|76.00|89.71|102.20|118.46|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|041|Travel Expenses|2215-01-001-1-03|Travel Expenses|V|Data|Object-Head|24.71|42.00|42.00|42.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|050|Office Expenses|2215-01-001-1-03|Office Expenses|V|Data|Object-Head||50.00|50.00|50.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|051|General Expenses|2215-01-001-1-03|General Expenses|V|Data|Object-Head|358.52|350.00|350.00|355.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|052|Telephone Charges|2215-01-001-1-03|Telephone Charges|V|Data|Object-Head|37.64||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|053|Purchase of Furniture and Fixture for Office|2215-01-001-1-03|Purchase of Furniture and Fixture for Office|V|Data|Object-Head|3.74||||100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|071|Building Expenses|2215-01-001-1-03|Building Expenses|V|Data|Object-Head|432.10|458.00|458.00|470.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|195|Transport Expenses|2215-01-001-1-03|Transport Expenses|V|Data|Object-Head|602.38|1023.02|1023.02|832.51|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|251|Pension & Retirement Benefits|2215-01-001-1-03|Pension & Retirement Benefits|V|Data|Object-Head|337.98|381.79|381.79|360.00|100.0
5|04|07|2215|Water Supply and Sanitation|01||001||1||03|Rural Water Supply and Sanitation Department|||2215-01-001-1-03|HOA Total :|V|Total|Detailed-Head|17434.23|20794.37|20806.86|20937.32|100.0
5|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|||2215-01-102-3-01|Rural Water Supply Scheme including Jaladhare|V|Header|Detailed-Head|||||100.0
5|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|057|Electricity Charges for Water Supply|2215-01-102-3-01|Electricity Charges for Water Supply|V|Data|Object-Head|20562.97|23600.00|23600.00|25000.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|200|Maintenance Expenditure|2215-01-102-3-01|Maintenance Expenditure|V|Data|Object-Head|9404.99|11688.60|11688.60|26565.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|422|Schedule Caste Sub Plan|2215-01-102-3-01|Schedule Caste Sub Plan|V|Data|Object-Head|2049.40|2641.10|2641.10|6002.50|100.0
6|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|423|Tribal Sub Plan|2215-01-102-3-01|Tribal Sub Plan|V|Data|Object-Head|866.10|1070.30|1070.30|2432.50|100.0
6|04|07|2215|Water Supply and Sanitation|01||102||3||01|Rural Water Supply Scheme including Jaladhare|||2215-01-102-3-01|HOA Total :|V|Total|Detailed-Head|32883.46|39000.00|39000.00|60000.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|||2215-01-197-2-01|Grants to Rural Water Supply|V|Header|Detailed-Head|||||100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|401|Bengaluru (Urban)|2215-01-197-2-01|Bengaluru (Urban)|V|Data|Object-Head|44.32|45.00|45.00|17.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|402|Bengaluru (Rural)|2215-01-197-2-01|Bengaluru (Rural)|V|Data|Object-Head|54.88|55.20|55.20|20.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|403|Chitradurga|2215-01-197-2-01|Chitradurga|V|Data|Object-Head|19.52|20.00|20.00|37.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|404|Kolar|2215-01-197-2-01|Kolar|V|Data|Object-Head|37.12|38.00|38.00|30.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|405|Shivamogga|2215-01-197-2-01|Shivamogga|V|Data|Object-Head|22.88|25.00|25.00|52.40|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|406|Tumakuru|2215-01-197-2-01|Tumakuru|V|Data|Object-Head|29.92|30.00|30.00|66.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|407|Mysuru|2215-01-197-2-01|Mysuru|V|Data|Object-Head|32.96|33.00|33.00|51.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|408|Chikkamagaluru|2215-01-197-2-01|Chikkamagaluru|V|Data|Object-Head|43.30|47.00|47.00|45.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|409|Dakshina Kannada|2215-01-197-2-01|Dakshina Kannada|V|Data|Object-Head|30.92|31.00|31.00|44.60|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|410|Hassan|2215-01-197-2-01|Hassan|V|Data|Object-Head|27.22|30.00|30.00|52.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|411|Kodagu|2215-01-197-2-01|Kodagu|V|Data|Object-Head|32.04|32.04|32.04|20.40|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|412|Mandya|2215-01-197-2-01|Mandya|V|Data|Object-Head|37.20|37.20|37.20|46.60|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|413|Belagavi|2215-01-197-2-01|Belagavi|V|Data|Object-Head|34.12|37.20|37.20|99.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|414|Vijayapura|2215-01-197-2-01|Vijayapura|V|Data|Object-Head|17.75|17.75|17.75|42.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|415|Dharwad|2215-01-197-2-01|Dharwad|V|Data|Object-Head|10.98|11.32|11.32|29.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|416|Uttara Kannada|2215-01-197-2-01|Uttara Kannada|V|Data|Object-Head|33.96|35.00|35.00|45.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|417|Kalaburagi|2215-01-197-2-01|Kalaburagi|V|Data|Object-Head|23.80|23.80|23.80|52.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|418|Ballari|2215-01-197-2-01|Ballari|V|Data|Object-Head|20.68|21.00|21.00|20.00|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|419|Bidar|2215-01-197-2-01|Bidar|V|Data|Object-Head|27.92|27.92|27.92|36.60|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|420|Raichur|2215-01-197-2-01|Raichur|V|Data|Object-Head|25.68|26.00|26.00|35.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|421|Yadgiri|2215-01-197-2-01|Yadgiri|V|Data|Object-Head|9.28|9.28|9.28|24.40|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|451|Davanagere|2215-01-197-2-01|Davanagere|V|Data|Object-Head|33.80|34.00|34.00|38.80|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|452|Bengaluru South|2215-01-197-2-01|Bengaluru South|V|Data|Object-Head|14.40|14.40|14.40|25.20|100.0
6|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|453|Chikkaballapura|2215-01-197-2-01|Chikkaballapura|V|Data|Object-Head|13.36|13.36|13.36|31.40|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|456|Chamarajanagar|2215-01-197-2-01|Chamarajanagar|V|Data|Object-Head|31.70|32.96|32.96|26.00|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|457|Udupi|2215-01-197-2-01|Udupi|V|Data|Object-Head|28.68|29.00|29.00|31.00|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|461|Bagalkot|2215-01-197-2-01|Bagalkot|V|Data|Object-Head|43.29|45.32|45.32|39.20|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|462|Gadag|2215-01-197-2-01|Gadag|V|Data|Object-Head|12.36|15.00|15.00|24.40|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|463|Haveri|2215-01-197-2-01|Haveri|V|Data|Object-Head|11.32|12.00|12.00|44.60|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|466|Koppal|2215-01-197-2-01|Koppal|V|Data|Object-Head|22.68|23.00|23.00|30.60|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|467|Vijayanagara|2215-01-197-2-01|Vijayanagara|V|Data|Object-Head|10.28|10.28|10.28|27.40|100.0
7|04|07|2215|Water Supply and Sanitation|01||197||2||01|Grants to Rural Water Supply|||2215-01-197-2-01|HOA Total :|V|Total|Detailed-Head|838.32|862.03|862.03|1188.80|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||01|CSS-Central Share-Swachha Bharath Mission (Grameena)|||2215-01-198-6-01|CSS-Central Share-Swachha Bharath Mission (Grameena)|V|Header|Detailed-Head|||||100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||01|CSS-Central Share-Swachha Bharath Mission (Grameena)|300|Lumpsum - ZP|2215-01-198-6-01|Lumpsum - ZP|V|Data|Object-Head|10101.30|21582.00|2521.46|10070.20|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||01|CSS-Central Share-Swachha Bharath Mission (Grameena)|332|Lumpsum-SCSP|2215-01-198-6-01|Lumpsum-SCSP|V|Data|Object-Head||||2958.02|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||01|CSS-Central Share-Swachha Bharath Mission (Grameena)|333|Lumpsum-TSP|2215-01-198-6-01|Lumpsum-TSP|V|Data|Object-Head||||1971.78|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||01|CSS-Central Share-Swachha Bharath Mission (Grameena)|||2215-01-198-6-01|HOA Total :|V|Total|Detailed-Head|10101.30|21582.00|2521.46|15000.00|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||02|CSS-State Share-Swachha Bharath Mission (Grameena)|||2215-01-198-6-02|CSS-State Share-Swachha Bharath Mission (Grameena)|V|Header|Detailed-Head|||||100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||02|CSS-State Share-Swachha Bharath Mission (Grameena)|300|Lumpsum - ZP|2215-01-198-6-02|Lumpsum - ZP|V|Data|Object-Head|6734.20|14722.00|4881.94|6713.76|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||02|CSS-State Share-Swachha Bharath Mission (Grameena)|332|Lumpsum-SCSP|2215-01-198-6-02|Lumpsum-SCSP|V|Data|Object-Head||||1971.88|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||02|CSS-State Share-Swachha Bharath Mission (Grameena)|333|Lumpsum-TSP|2215-01-198-6-02|Lumpsum-TSP|V|Data|Object-Head||||1314.36|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||02|CSS-State Share-Swachha Bharath Mission (Grameena)|||2215-01-198-6-02|HOA Total :|V|Total|Detailed-Head|6734.20|14722.00|4881.94|10000.00|100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||03|CSS-Central Share-Swachha Bharath Mission (Grameena)-SCSP|||2215-01-198-6-03|CSS-Central Share-Swachha Bharath Mission (Grameena)-SCSP|V|Header|Detailed-Head|||||100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||03|CSS-Central Share-Swachha Bharath Mission (Grameena)-SCSP|300|Lumpsum - ZP|2215-01-198-6-03|Lumpsum - ZP|V|Data|Object-Head|1884.46||2730.33||100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||03|CSS-Central Share-Swachha Bharath Mission (Grameena)-SCSP|422|Schedule Caste Sub Plan|2215-01-198-6-03|Schedule Caste Sub Plan|V|Data|Object-Head|1524.80||||100.0
7|04|07|2215|Water Supply and Sanitation|01||198||6||03|CSS-Central Share-Swachha Bharath Mission (Grameena)-SCSP|||2215-01-198-6-03|HOA Total :|V|Total|Detailed-Head|3409.26|0.00|2730.33|0.00|100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||04|CSS-Central Share-Swachha Bharath Mission (Grameena)-TSP|||2215-01-198-6-04|CSS-Central Share-Swachha Bharath Mission (Grameena)-TSP|V|Header|Detailed-Head|||||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||04|CSS-Central Share-Swachha Bharath Mission (Grameena)-TSP|300|Lumpsum - ZP|2215-01-198-6-04|Lumpsum - ZP|V|Data|Object-Head|733.53||810.99||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||04|CSS-Central Share-Swachha Bharath Mission (Grameena)-TSP|423|Tribal Sub Plan|2215-01-198-6-04|Tribal Sub Plan|V|Data|Object-Head|216.25||||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||04|CSS-Central Share-Swachha Bharath Mission (Grameena)-TSP|||2215-01-198-6-04|HOA Total :|V|Total|Detailed-Head|949.78|0.00|810.99|0.00|100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||05|CSS-State Share-Swachha Bharath Mission (Grameena)-SCSP|||2215-01-198-6-05|CSS-State Share-Swachha Bharath Mission (Grameena)-SCSP|V|Header|Detailed-Head|||||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||05|CSS-State Share-Swachha Bharath Mission (Grameena)-SCSP|300|Lumpsum - ZP|2215-01-198-6-05|Lumpsum - ZP|V|Data|Object-Head|1256.31||1820.22||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||05|CSS-State Share-Swachha Bharath Mission (Grameena)-SCSP|||2215-01-198-6-05|HOA Total :|V|Total|Detailed-Head|1256.31|0.00|1820.22|0.00|100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||06|CSS-State Share-Swachha Bharath Mission (Grameena)-TSP|||2215-01-198-6-06|CSS-State Share-Swachha Bharath Mission (Grameena)-TSP|V|Header|Detailed-Head|||||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||06|CSS-State Share-Swachha Bharath Mission (Grameena)-TSP|300|Lumpsum - ZP|2215-01-198-6-06|Lumpsum - ZP|V|Data|Object-Head|489.02||540.66||100.0
8|04|07|2215|Water Supply and Sanitation|01||198||6||06|CSS-State Share-Swachha Bharath Mission (Grameena)-TSP|||2215-01-198-6-06|HOA Total :|V|Total|Detailed-Head|489.02|0.00|540.66|0.00|100.0
8|04|07|2215|Water Supply and Sanitation|01||911|Deduct Recoveries of Over Payment|0||00||||2215-01-911-0-00|Deduct Recoveries of Over Payment|V|Header|Minor-Head|||||100.0
8|04|07|2215|Water Supply and Sanitation|01||911|Deduct Recoveries of Over Payment|0||00||364|Deduct - Recoveries|2215-01-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.58||||100.0
8|04|07|2215|Water Supply and Sanitation|01||911|Deduct Recoveries of Over Payment|0||00||||2215-01-911-0-00|HOA Total :|V|Total|Detailed-Head|-0.58|0.00|0.00|0.00|100.0
8|04|07|2215|Water Supply and Sanitation|01||911|Deduct Recoveries of Over Payment|0||01|Deduct Recovery of Over Payments of Current Year|||2215-01-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head|||||100.0
8|04|07|2215|Water Supply and Sanitation|01||911|Deduct Recoveries of Over Payment|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2215-01-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-5.55||||100.0
