21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|413|Belagavi|2402-00-197-1-01|Belagavi|V|Data|Object-Head|1.04|1.04|1.04|2.00
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|414|Vijayapura|2402-00-197-1-01|Vijayapura|V|Data|Object-Head|29.12|29.12|29.12|29.12
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|415|Dharwad|2402-00-197-1-01|Dharwad|V|Data|Object-Head|2.98|4.16|4.16|4.16
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|416|Uttara Kannada|2402-00-197-1-01|Uttara Kannada|V|Data|Object-Head|4.16|4.16|4.16|4.16
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|418|Ballari|2402-00-197-1-01|Ballari|V|Data|Object-Head|6.24|6.50|6.50|6.50
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|420|Raichur|2402-00-197-1-01|Raichur|V|Data|Object-Head|1.04|1.04|1.04|1.04
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|421|Yadgiri|2402-00-197-1-01|Yadgiri|V|Data|Object-Head|1.04|2.00|2.00|2.00
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|451|Davanagere|2402-00-197-1-01|Davanagere|V|Data|Object-Head|6.24|6.24|6.24|6.24
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|452|Bengaluru South|2402-00-197-1-01|Bengaluru South|V|Data|Object-Head|2.08|2.08|2.08|2.00
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|453|Chikkaballapura|2402-00-197-1-01|Chikkaballapura|V|Data|Object-Head|5.20|5.20|5.20|5.20
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|456|Chamarajanagar|2402-00-197-1-01|Chamarajanagar|V|Data|Object-Head|13.52|13.52|13.52|13.52
21|03|01|2402|Soil & Water Conservation|00||197||1|Grants to TPs-Watershed Development|01|Grants to TPs-Watershed Development|457|Udupi|2402-00-197-1-01|Udupi|V|Data|Object-Head|1.27|1.27|1.27|1.27
