Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4|Avg_Accuracy_%
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|||2225-01-001-0-05|Directorate of Civil Rights Enforcement||Header|Detailed-Head|||||100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|002|Basic Pay|2225-01-001-0-05|Basic Pay||Data|Object-Head|369.05|4508.00|4508.00|4355.00|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|003|Basic Pay-Staff|2225-01-001-0-05|Basic Pay-Staff||Data|Object-Head|1235.62||||100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|004|Interim Relief|2225-01-001-0-05|Interim Relief||Data|Object-Head|98.32||||100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|011|Dearness Allowance|2225-01-001-0-05|Dearness Allowance||Data|Object-Head|387.21|1027.00|1027.00|1147.00|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|014|Other Allowance|2225-01-001-0-05|Other Allowance||Data|Object-Head|257.84|748.00|748.00|623.00|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|015|Subsidiary Expenses|2225-01-001-0-05|Subsidiary Expenses||Data|Object-Head|8.10|8.00|8.00|8.00|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|020|Medical Allowance|2225-01-001-0-05|Medical Allowance||Data|Object-Head|9.39||||100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|021|Reimbursement of Medical Expenses|2225-01-001-0-05|Reimbursement of Medical Expenses||Data|Object-Head|16.05|20.00|20.00|43.00|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|034|Contract/Outsource|2225-01-001-0-05|Contract/Outsource||Data|Object-Head|55.92|56.39|56.39|58.32|100.0
1|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01||001||0||05|Directorate of Civil Rights Enforcement|041|Travel Expenses|2225-01-001-0-05|Travel Expenses||Data|Object-Head|37.51|43.00|43.00|45.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|050|Office Expenses|2225-01-001-0-05|Office Expenses|V|Data|Object-Head|6.91|21.52|21.52|25.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|051|General Expenses|2225-01-001-0-05|General Expenses|V|Data|Object-Head|116.14|526.00|526.00|150.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|052|Telephone Charges|2225-01-001-0-05|Telephone Charges|V|Data|Object-Head|11.37||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|053|Purchase of Furniture and Fixture for Office|2225-01-001-0-05|Purchase of Furniture and Fixture for Office|V|Data|Object-Head|14.96||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|071|Building Expenses|2225-01-001-0-05|Building Expenses|V|Data|Object-Head|117.06|230.50|230.50|235.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|125|Modernisation|2225-01-001-0-05|Modernisation|V|Data|Object-Head|51.83||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|131|Secret Service Expenses|2225-01-001-0-05|Secret Service Expenses|V|Data|Object-Head|15.00|15.00|15.00|15.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|140|Minor Works|2225-01-001-0-05|Minor Works|V|Data|Object-Head||94.00|94.00|90.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|180|Machinery and Equipments|2225-01-001-0-05|Machinery and Equipments|V|Data|Object-Head|76.69||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|195|Transport Expenses|2225-01-001-0-05|Transport Expenses|V|Data|Object-Head|201.81|117.65|117.65|295.26|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|221|Materials and Supplies|2225-01-001-0-05|Materials and Supplies|V|Data|Object-Head|1.38|2.00|2.00|2.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||05|Directorate of Civil Rights Enforcement|||2225-01-001-0-05|HOA Total :|V|Total|Detailed-Head|3088.16|7417.06|7417.06|7091.58|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|||2225-01-001-0-06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|V|Header|Detailed-Head|||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|002|Basic Pay|2225-01-001-0-06|Basic Pay|V|Data|Object-Head|32.26||50.27|111.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|003|Basic Pay-Staff|2225-01-001-0-06|Basic Pay-Staff|V|Data|Object-Head|41.90||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|004|Interim Relief|2225-01-001-0-06|Interim Relief|V|Data|Object-Head|5.29||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|011|Dearness Allowance|2225-01-001-0-06|Dearness Allowance|V|Data|Object-Head|18.37||16.68|28.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|014|Other Allowance|2225-01-001-0-06|Other Allowance|V|Data|Object-Head|17.45||13.16|24.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|020|Medical Allowance|2225-01-001-0-06|Medical Allowance|V|Data|Object-Head|0.31||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|021|Reimbursement of Medical Expenses|2225-01-001-0-06|Reimbursement of Medical Expenses|V|Data|Object-Head|3.00||20.00|9.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|034|Contract/Outsource|2225-01-001-0-06|Contract/Outsource|V|Data|Object-Head|17.40||27.01|15.46|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|041|Travel Expenses|2225-01-001-0-06|Travel Expenses|V|Data|Object-Head|0.46||2.00|1.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|050|Office Expenses|2225-01-001-0-06|Office Expenses|V|Data|Object-Head|3.50||2.50|2.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|051|General Expenses|2225-01-001-0-06|General Expenses|V|Data|Object-Head|24.10||24.11|10.00|100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|052|Telephone Charges|2225-01-001-0-06|Telephone Charges|V|Data|Object-Head|0.20||||100.0
2|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|101|Grants-in-Aid-Salaries|2225-01-001-0-06|Grants-in-Aid-Salaries|V|Data|Object-Head||143.93|66.82||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|103|Grants-in-Aid -General|2225-01-001-0-06|Grants-in-Aid -General|V|Data|Object-Head||49.32|10.12||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|115|GIA Contract /Outsource|2225-01-001-0-06|GIA Contract /Outsource|V|Data|Object-Head||31.07|5.06||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|195|Transport Expenses|2225-01-001-0-06|Transport Expenses|V|Data|Object-Head|9.28||5.59|16.66|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||06|Research Institute under Dr.B.R.Ambedkar Birth Centenary Programme|||2225-01-001-0-06|HOA Total :|V|Total|Detailed-Head|173.52|224.32|243.32|217.12|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|||2225-01-001-0-07|Karnataka State Commission for SCs & STs|V|Header|Detailed-Head|||||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|002|Basic Pay|2225-01-001-0-07|Basic Pay|V|Data|Object-Head|31.10|125.00|146.09|145.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|003|Basic Pay-Staff|2225-01-001-0-07|Basic Pay-Staff|V|Data|Object-Head|68.29||||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|004|Interim Relief|2225-01-001-0-07|Interim Relief|V|Data|Object-Head|6.63||||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|011|Dearness Allowance|2225-01-001-0-07|Dearness Allowance|V|Data|Object-Head|23.80|28.00|28.00|37.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|014|Other Allowance|2225-01-001-0-07|Other Allowance|V|Data|Object-Head|23.92|30.00|32.81|33.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|015|Subsidiary Expenses|2225-01-001-0-07|Subsidiary Expenses|V|Data|Object-Head|0.05|26.00|26.00|26.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|020|Medical Allowance|2225-01-001-0-07|Medical Allowance|V|Data|Object-Head|0.48||||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|021|Reimbursement of Medical Expenses|2225-01-001-0-07|Reimbursement of Medical Expenses|V|Data|Object-Head|3.44|9.00|9.00|9.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|034|Contract/Outsource|2225-01-001-0-07|Contract/Outsource|V|Data|Object-Head|40.75|34.02|34.02|32.29|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|035|Salary of Board/Corp.Staff working in State Government|2225-01-001-0-07|Salary of Board/Corp.Staff working in State Government|V|Data|Object-Head|5.43|7.20|15.00|17.01|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|041|Travel Expenses|2225-01-001-0-07|Travel Expenses|V|Data|Object-Head|0.18|10.00|10.00|10.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|050|Office Expenses|2225-01-001-0-07|Office Expenses|V|Data|Object-Head|13.08|21.00|21.00|25.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|051|General Expenses|2225-01-001-0-07|General Expenses|V|Data|Object-Head|7.41|13.00|13.00|20.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|052|Telephone Charges|2225-01-001-0-07|Telephone Charges|V|Data|Object-Head|0.30||||100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|071|Building Expenses|2225-01-001-0-07|Building Expenses|V|Data|Object-Head|62.35|62.00|62.00|65.00|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|195|Transport Expenses|2225-01-001-0-07|Transport Expenses|V|Data|Object-Head|5.67|19.28|19.28|16.98|100.0
3|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||07|Karnataka State Commission for SCs & STs|||2225-01-001-0-07|HOA Total :|V|Total|Detailed-Head|292.88|384.50|416.20|436.28|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||08|Amount as per the SCSP-TSPAct 2013|||2225-01-001-0-08|Amount as per the SCSP-TSPAct 2013|V|Header|Detailed-Head|||||100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||08|Amount as per the SCSP-TSPAct 2013|059|Other Expenses|2225-01-001-0-08|Other Expenses|V|Data|Object-Head|1866.72|1254.07|1254.07|942.35|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||08|Amount as per the SCSP-TSPAct 2013|||2225-01-001-0-08|HOA Total :|V|Total|Detailed-Head|1866.72|1254.07|1254.07|942.35|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||10|Dr.Babu Jagjivan Ram Research Institute|||2225-01-001-0-10|Dr.Babu Jagjivan Ram Research Institute|V|Header|Detailed-Head|||||100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||10|Dr.Babu Jagjivan Ram Research Institute|101|Grants-in-Aid-Salaries|2225-01-001-0-10|Grants-in-Aid-Salaries|V|Data|Object-Head||37.10|37.10|44.83|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||10|Dr.Babu Jagjivan Ram Research Institute|103|Grants-in-Aid -General|2225-01-001-0-10|Grants-in-Aid -General|V|Data|Object-Head||25.00|25.00|20.00|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||10|Dr.Babu Jagjivan Ram Research Institute|115|GIA Contract /Outsource|2225-01-001-0-10|GIA Contract /Outsource|V|Data|Object-Head||12.18|12.18|12.58|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||10|Dr.Babu Jagjivan Ram Research Institute|||2225-01-001-0-10|HOA Total :|V|Total|Detailed-Head|0.00|74.28|74.28|77.41|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||50|Vacant Post Provision|||2225-01-001-0-50|Vacant Post Provision|V|Header|Detailed-Head|||||100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||50|Vacant Post Provision|014|Other Allowance|2225-01-001-0-50|Other Allowance|V|Data|Object-Head||23790.15|23660.29|29352.68|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|001|Direction and Administration|0||50|Vacant Post Provision|||2225-01-001-0-50|HOA Total :|V|Total|Detailed-Head|0.00|23790.15|23660.29|29352.68|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|102|Economic Development|0||09|Dr. Ambedkar Birthday Celebration|||2225-01-102-0-09|Dr. Ambedkar Birthday Celebration|V|Header|Detailed-Head|||||100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|102|Economic Development|0||09|Dr. Ambedkar Birthday Celebration|051|General Expenses|2225-01-102-0-09|General Expenses|V|Data|Object-Head|3.50|3.50|3.50|4.50|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|102|Economic Development|0||09|Dr. Ambedkar Birthday Celebration|||2225-01-102-0-09|HOA Total :|V|Total|Detailed-Head|3.50|3.50|3.50|4.50|100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|102|Economic Development|0||11|Dr.B.R.Ambedkar Development Corporation- Ganga Kalyana|||2225-01-102-0-11|Dr.B.R.Ambedkar Development Corporation- Ganga Kalyana|V|Header|Detailed-Head|||||100.0
4|05|10|2225|Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities|01|Welfare of Scheduled Castes|102|Economic Development|0||11|Dr.B.R.Ambedkar Development Corporation- Ganga Kalyana|059|Other Expenses|2225-01-102-0-11|Other Expenses|V|Data|Object-Head|9000.00|5000.00|5000.00|5500.00|100.0
