Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4|Avg_Accuracy_%
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|071|Building Expenses|2401-00-001-1-01|Building Expenses||Data|Object-Head|239.16|284.00|284.00|295.00|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|103|Grants-in-Aid -General|2401-00-001-1-01|Grants-in-Aid -General||Data|Object-Head|219.80|570.00|570.00|240.00|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|177|IT Expenditure|2401-00-001-1-01|IT Expenditure||Data|Object-Head||200.00|200.00|30.00|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|180|Machinery and Equipments|2401-00-001-1-01|Machinery and Equipments||Data|Object-Head|19.93||||100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|195|Transport Expenses|2401-00-001-1-01|Transport Expenses||Data|Object-Head|789.15|936.20|936.20|1229.39|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|200|Maintenance Expenditure|2401-00-001-1-01|Maintenance Expenditure||Data|Object-Head|549.94|654.00|654.00|680.00|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|221|Materials and Supplies|2401-00-001-1-01|Materials and Supplies||Data|Object-Head||||120.00|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|251|Pension & Retirement Benefits|2401-00-001-1-01|Pension & Retirement Benefits||Data|Object-Head|16.95|34.04|34.04|22.93|100.0
2|03|01|2401|Crop Husbandry|00||001||1||01|Commissionerate of Agriculture|||||HOA Total :|Total|Detailed-Head|17579.28|23129.96|23847.81|24111.32|100.0
3|03|01|2401|Crop Husbandry|00|||||||||||Crop Husbandry|V|Header|Major-Head|||||
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|||2401-00-001-1-14|Secondary Agriculture Directorate|V|Header|Detailed-Head|||||100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|002|Basic Pay|2401-00-001-1-14|Basic Pay|V|Data|Object-Head|19.93|3.00|23.90|23.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|004|Interim Relief|2401-00-001-1-14|Interim Relief|V|Data|Object-Head|2.41||||100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|011|Dearness Allowance|2401-00-001-1-14|Dearness Allowance|V|Data|Object-Head|6.36|1.00|3.25|6.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|014|Other Allowance|2401-00-001-1-14|Other Allowance|V|Data|Object-Head|5.01|1.00|5.29|5.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|021|Reimbursement of Medical Expenses|2401-00-001-1-14|Reimbursement of Medical Expenses|V|Data|Object-Head||3.00|3.00|3.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|034|Contract/Outsource|2401-00-001-1-14|Contract/Outsource|V|Data|Object-Head||3.22|3.22|3.32|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|041|Travel Expenses|2401-00-001-1-14|Travel Expenses|V|Data|Object-Head|0.62|1.00|1.00|1.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|050|Office Expenses|2401-00-001-1-14|Office Expenses|V|Data|Object-Head||5.00|5.00|3.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|051|General Expenses|2401-00-001-1-14|General Expenses|V|Data|Object-Head|9.98|2.00|2.00|3.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|052|Telephone Charges|2401-00-001-1-14|Telephone Charges|V|Data|Object-Head|0.20||||100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|071|Building Expenses|2401-00-001-1-14|Building Expenses|V|Data|Object-Head|40.00|40.00|40.00|40.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|106|Subsidies|2401-00-001-1-14|Subsidies|V|Data|Object-Head|75.76|75.90|75.90|2380.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|195|Transport Expenses|2401-00-001-1-14|Transport Expenses|V|Data|Object-Head|5.00|5.00|5.00|1.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|422|Schedule Caste Sub Plan|2401-00-001-1-14|Schedule Caste Sub Plan|V|Data|Object-Head|17.19|17.15|17.15|460.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate|423|Tribal Sub Plan|2401-00-001-1-14|Tribal Sub Plan|V|Data|Object-Head|6.99|6.95|6.95|160.00|100.0
3|03|01|2401|Crop Husbandry|00||001||1||14|Secondary Agriculture Directorate||||HOA Total :|V|Total|Detailed-Head|189.45|164.22|191.66|3088.32|100.0
3|03|01|2401|Crop Husbandry|00||001||1||50|Vacant Post Provision|||2401-00-001-1-50|Vacant Post Provision|V|Header|Detailed-Head|||||100.0
3|03|01|2401|Crop Husbandry|00||001||1||50|Vacant Post Provision|014|Other Allowance|2401-00-001-1-50|Other Allowance|V|Data|Object-Head||60848.20|60352.69|77403.20|100.0
3|03|01|2401|Crop Husbandry|00||001||1||50|Vacant Post Provision||||HOA Total :|V|Total|Detailed-Head|0.00|60848.20|60352.69|77403.20|100.0
3|03|01|2401|Crop Husbandry|00||001||1||75|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|||2401-00-001-1-75|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|V|Header|Detailed-Head|||||100.0
3|03|01|2401|Crop Husbandry|00||001||1||75|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|422|Schedule Caste Sub Plan|2401-00-001-1-75|Schedule Caste Sub Plan|V|Data|Object-Head|120.42|28.38|28.38|0.57|100.0
3|03|01|2401|Crop Husbandry|00||001||1||75|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013|423|Tribal Sub Plan|2401-00-001-1-75|Tribal Sub Plan|V|Data|Object-Head|319.03|14.45|14.45|0.47|100.0
3|03|01|2401|Crop Husbandry|00||001||1||75|Unspent SCSP-TSP Amount as per the SCSP-TSP Act 2013||||HOA Total :|V|Total|Detailed-Head|439.45|42.83|42.83|1.04|100.0
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|||2401-00-102-0-08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|V|Header|Detailed-Head|||||100.0
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|106|Subsidies|2401-00-102-0-08|Subsidies|V|Data|Object-Head|10878.08|13593.69|13593.69|4986.63|100.0
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|422|Schedule Caste Sub Plan|2401-00-102-0-08|Schedule Caste Sub Plan|V|Data|Object-Head|2614.18|3071.56|3071.56|1126.75|100.0
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)|423|Tribal Sub Plan|2401-00-102-0-08|Tribal Sub Plan|V|Data|Object-Head|1097.81|1244.75|1244.75|456.62|100.0
4|03|01|2401|Crop Husbandry|00||102||0||08|CSS-Central Share- National Food Security and Nutrition Mission (NFSNM)||||HOA Total :|V|Total|Detailed-Head|14590.07|17910.00|17910.00|6570.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|||2401-00-102-0-09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|V|Header|Detailed-Head|||||100.0
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|106|Subsidies|2401-00-102-0-09|Subsidies|V|Data|Object-Head|7252.06|9062.46|9062.46|3324.42|100.0
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|422|Schedule Caste Sub Plan|2401-00-102-0-09|Schedule Caste Sub Plan|V|Data|Object-Head|1742.78|2047.71|2047.71|751.17|100.0
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)|423|Tribal Sub Plan|2401-00-102-0-09|Tribal Sub Plan|V|Data|Object-Head|731.87|829.83|829.83|304.41|100.0
4|03|01|2401|Crop Husbandry|00||102||0||09|CSS-State Share -National Food Security and Nutrition Mission (NFSNM)||||HOA Total :|V|Total|Detailed-Head|9726.71|11940.00|11940.00|4380.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|||2401-00-102-0-27|Krishi Bhagya|V|Header|Detailed-Head|||||100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|059|Other Expenses|2401-00-102-0-27|Other Expenses|V|Data|Object-Head|149.88|150.00|150.00|150.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|106|Subsidies|2401-00-102-0-27|Subsidies|V|Data|Object-Head|8085.23|7440.00|7440.00|7440.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|422|Schedule Caste Sub Plan|2401-00-102-0-27|Schedule Caste Sub Plan|V|Data|Object-Head|1248.76|1715.00|1715.00|1715.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya|423|Tribal Sub Plan|2401-00-102-0-27|Tribal Sub Plan|V|Data|Object-Head|513.94|695.00|695.00|695.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||27|Krishi Bhagya||||HOA Total :|V|Total|Detailed-Head|9997.81|10000.00|10000.00|10000.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|||2401-00-102-0-28|Farmers Incentive and Support Schemes|V|Header|Detailed-Head|||||100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|051|General Expenses|2401-00-102-0-28|General Expenses|V|Data|Object-Head||||100.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|059|Other Expenses|2401-00-102-0-28|Other Expenses|V|Data|Object-Head|400.00|400.00|400.00|400.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|106|Subsidies|2401-00-102-0-28|Subsidies|V|Data|Object-Head||||228.00|100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|115|GIA Contract /Outsource|2401-00-102-0-28|GIA Contract /Outsource|V|Data|Object-Head|17.68|22.69|57.45|59.67|100.0
4|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|422|Schedule Caste Sub Plan|2401-00-102-0-28|Schedule Caste Sub Plan|V|Data|Object-Head||||51.00|100.0
5|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes|423|Tribal Sub Plan|2401-00-102-0-28|Tribal Sub Plan|V|Data|Object-Head||||21.00|100.0
5|03|01|2401|Crop Husbandry|00||102||0||28|Farmers Incentive and Support Schemes||||HOA Total :|V|Total|Detailed-Head|417.68|422.69|457.45|859.67|100.0
5|03|01|2401|Crop Husbandry|00||102||0||33|CSS-Central Share-National Mission on Natural Farming (NMNF)|||2401-00-102-0-33|CSS-Central Share-National Mission on Natural Farming (NMNF)|V|Header|Detailed-Head|||||100.0
5|03|01|2401|Crop Husbandry|00||102||0||33|CSS-Central Share-National Mission on Natural Farming (NMNF)|106|Subsidies|2401-00-102-0-33|Subsidies|V|Data|Object-Head|||1916.40|3643.20|100.0
5|03|01|2401|Crop Husbandry|00||102||0||33|CSS-Central Share-National Mission on Natural Farming (NMNF)|422|Schedule Caste Sub Plan|2401-00-102-0-33|Schedule Caste Sub Plan|V|Data|Object-Head|||459.94|823.20|100.0
5|03|01|2401|Crop Husbandry|00||102||0||33|CSS-Central Share-National Mission on Natural Farming (NMNF)|423|Tribal Sub Plan|2401-00-102-0-33|Tribal Sub Plan|V|Data|Object-Head|||178.86|333.60|100.0
5|03|01|2401|Crop Husbandry|00||102||0||33|CSS-Central Share-National Mission on Natural Farming (NMNF)||||HOA Total :|V|Total|Detailed-Head|0.00|0.00|2555.20|4800.00|100.0
5|03|01|2401|Crop Husbandry|00||102||0||34|CSS-State Share-National Mission on Natural Farming(NMNF)|||2401-00-102-0-34|CSS-State Share-National Mission on Natural Farming(NMNF)|V|Header|Detailed-Head|||||100.0
5|03|01|2401|Crop Husbandry|00||102||0||34|CSS-State Share-National Mission on Natural Farming(NMNF)|106|Subsidies|2401-00-102-0-34|Subsidies|V|Data|Object-Head|||1277.60|2429.27|100.0
5|03|01|2401|Crop Husbandry|00||102||0||34|CSS-State Share-National Mission on Natural Farming(NMNF)|422|Schedule Caste Sub Plan|2401-00-102-0-34|Schedule Caste Sub Plan|V|Data|Object-Head|||306.62|548.91|100.0
5|03|01|2401|Crop Husbandry|00||102||0||34|CSS-State Share-National Mission on Natural Farming(NMNF)|423|Tribal Sub Plan|2401-00-102-0-34|Tribal Sub Plan|V|Data|Object-Head|||119.24|222.44|100.0
5|03|01|2401|Crop Husbandry|00||102||0||34|CSS-State Share-National Mission on Natural Farming(NMNF)||||HOA Total :|V|Total|Detailed-Head|0.00|0.00|1703.46|3200.62|100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|||2401-00-103-0-15|Agricultural inputs and Quality Control|V|Header|Detailed-Head|||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|002|Basic Pay|2401-00-103-0-15|Basic Pay|V|Data|Object-Head|939.77||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|003|Basic Pay-Staff|2401-00-103-0-15|Basic Pay-Staff|V|Data|Object-Head|428.99||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|004|Interim Relief|2401-00-103-0-15|Interim Relief|V|Data|Object-Head|105.65||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|011|Dearness Allowance|2401-00-103-0-15|Dearness Allowance|V|Data|Object-Head|352.23||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|014|Other Allowance|2401-00-103-0-15|Other Allowance|V|Data|Object-Head|198.94||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|020|Medical Allowance|2401-00-103-0-15|Medical Allowance|V|Data|Object-Head|3.40||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|021|Reimbursement of Medical Expenses|2401-00-103-0-15|Reimbursement of Medical Expenses|V|Data|Object-Head|14.06||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|034|Contract/Outsource|2401-00-103-0-15|Contract/Outsource|V|Data|Object-Head|414.39||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|041|Travel Expenses|2401-00-103-0-15|Travel Expenses|V|Data|Object-Head|42.13||||100.0
5|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|051|General Expenses|2401-00-103-0-15|General Expenses|V|Data|Object-Head|448.72||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|052|Telephone Charges|2401-00-103-0-15|Telephone Charges|V|Data|Object-Head|1.75||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|059|Other Expenses|2401-00-103-0-15|Other Expenses|V|Data|Object-Head|149.47|150.00|150.00|150.00|100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|071|Building Expenses|2401-00-103-0-15|Building Expenses|V|Data|Object-Head|42.70||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|103|Grants-in-Aid -General|2401-00-103-0-15|Grants-in-Aid -General|V|Data|Object-Head|3903.00|5000.00|5000.00|4600.00|100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|106|Subsidies|2401-00-103-0-15|Subsidies|V|Data|Object-Head|33092.31|31985.56|31485.56|32263.76|100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|180|Machinery and Equipments|2401-00-103-0-15|Machinery and Equipments|V|Data|Object-Head|169.53||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|195|Transport Expenses|2401-00-103-0-15|Transport Expenses|V|Data|Object-Head|1.97||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|200|Maintenance Expenditure|2401-00-103-0-15|Maintenance Expenditure|V|Data|Object-Head|98.97||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|422|Schedule Caste Sub Plan|2401-00-103-0-15|Schedule Caste Sub Plan|V|Data|Object-Head|8632.74|3443.67|3443.67|3603.80|100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control|423|Tribal Sub Plan|2401-00-103-0-15|Tribal Sub Plan|V|Data|Object-Head|3557.94|1520.77|1520.77|1582.44|100.0
6|03|01|2401|Crop Husbandry|00||103||0||15|Agricultural inputs and Quality Control||||HOA Total :|V|Total|Detailed-Head|52598.66|42100.00|41600.00|42200.00|100.0
6|03|01|2401|Crop Husbandry|00||103||0||22|CSS-Central Share-NFSNM-Seed Components|||2401-00-103-0-22|CSS-Central Share-NFSNM-Seed Components|V|Header|Detailed-Head|||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||22|CSS-Central Share-NFSNM-Seed Components|106|Subsidies|2401-00-103-0-22|Subsidies|V|Data|Object-Head|21.46|22.77|22.77|22.77|100.0
6|03|01|2401|Crop Husbandry|00||103||0||22|CSS-Central Share-NFSNM-Seed Components|422|Schedule Caste Sub Plan|2401-00-103-0-22|Schedule Caste Sub Plan|V|Data|Object-Head|5.54|5.14|5.14|5.14|100.0
6|03|01|2401|Crop Husbandry|00||103||0||22|CSS-Central Share-NFSNM-Seed Components|423|Tribal Sub Plan|2401-00-103-0-22|Tribal Sub Plan|V|Data|Object-Head|2.07|2.09|2.09|2.09|100.0
6|03|01|2401|Crop Husbandry|00||103||0||22|CSS-Central Share-NFSNM-Seed Components||||HOA Total :|V|Total|Detailed-Head|29.07|30.00|30.00|30.00|100.0
6|03|01|2401|Crop Husbandry|00||103||0||23|CSS-State Share-NFSNM-Seed Components|||2401-00-103-0-23|CSS-State Share-NFSNM-Seed Components|V|Header|Detailed-Head|||||100.0
6|03|01|2401|Crop Husbandry|00||103||0||23|CSS-State Share-NFSNM-Seed Components|106|Subsidies|2401-00-103-0-23|Subsidies|V|Data|Object-Head|164.31|15.18|15.18|15.18|100.0
6|03|01|2401|Crop Husbandry|00||103||0||23|CSS-State Share-NFSNM-Seed Components|422|Schedule Caste Sub Plan|2401-00-103-0-23|Schedule Caste Sub Plan|V|Data|Object-Head|2.23|3.43|3.43|3.43|100.0
6|03|01|2401|Crop Husbandry|00||103||0||23|CSS-State Share-NFSNM-Seed Components|423|Tribal Sub Plan|2401-00-103-0-23|Tribal Sub Plan|V|Data|Object-Head|1.38|1.39|1.39|1.39|100.0
6|03|01|2401|Crop Husbandry|00||103||0||23|CSS-State Share-NFSNM-Seed Components||||HOA Total :|V|Total|Detailed-Head|167.92|20.00|20.00|20.00|100.0
7|03|01|2401|Crop Husbandry|00||103||0||24|CSS-Central Share(100% GoI)-NFSNM-Seed Components|||2401-00-103-0-24|CSS-Central Share(100% GoI)-NFSNM-Seed Components|V|Header|Detailed-Head|||||100.0
7|03|01|2401|Crop Husbandry|00||103||0||24|CSS-Central Share(100% GoI)-NFSNM-Seed Components|106|Subsidies|2401-00-103-0-24|Subsidies|V|Data|Object-Head|989.85|1160.00|1160.00|2500.00|100.0
7|03|01|2401|Crop Husbandry|00||103||0||24|CSS-Central Share(100% GoI)-NFSNM-Seed Components||||HOA Total :|V|Total|Detailed-Head|989.85|1160.00|1160.00|2500.00|100.0
7|03|01|2401|Crop Husbandry|00||103||0||25|CSS-Central Share-NFSNM-Seed Components -Support to Seed Certification Agency|||2401-00-103-0-25|CSS-Central Share-NFSNM-Seed Components -Support to Seed Certification Agency|V|Header|Detailed-Head|||||100.0
7|03|01|2401|Crop Husbandry|00||103||0||25|CSS-Central Share-NFSNM-Seed Components -Support to Seed Certification Agency|106|Subsidies|2401-00-103-0-25|Subsidies|V|Data|Object-Head|192.50|110.00|110.00||100.0
7|03|01|2401|Crop Husbandry|00||103||0||25|CSS-Central Share-NFSNM-Seed Components -Support to Seed Certification Agency||||HOA Total :|V|Total|Detailed-Head|192.50|110.00|110.00|0.00|100.0
7|03|01|2401|Crop Husbandry|00||103||0||26|CSS-State Share-NFSNM-Seed Components -Support to Seed Certification Agency|||2401-00-103-0-26|CSS-State Share-NFSNM-Seed Components -Support to Seed Certification Agency|V|Header|Detailed-Head|||||100.0
7|03|01|2401|Crop Husbandry|00||103||0||26|CSS-State Share-NFSNM-Seed Components -Support to Seed Certification Agency|106|Subsidies|2401-00-103-0-26|Subsidies|V|Data|Object-Head|577.50|330.00|330.00||100.0
7|03|01|2401|Crop Husbandry|00||103||0||26|CSS-State Share-NFSNM-Seed Components -Support to Seed Certification Agency||||HOA Total :|V|Total|Detailed-Head|577.50|330.00|330.00|0.00|100.0
7|03|01|2401|Crop Husbandry|00||103||0||27|CSS-Central Share-NFSNM-Seed Components-Assistance for maintenance of Breeder Seeds|||2401-00-103-0-27|CSS-Central Share-NFSNM-Seed Components-Assistance for maintenance of Breeder Seeds|V|Header|Detailed-Head|||||100.0
7|03|01|2401|Crop Husbandry|00||103||0||27|CSS-Central Share-NFSNM-Seed Components-Assistance for maintenance of Breeder Seeds|106|Subsidies|2401-00-103-0-27|Subsidies|V|Data|Object-Head||1.00|1.00||100.0
7|03|01|2401|Crop Husbandry|00||103||0||27|CSS-Central Share-NFSNM-Seed Components-Assistance for maintenance of Breeder Seeds||||HOA Total :|V|Total|Detailed-Head|0.00|1.00|1.00|0.00|100.0
