Source_Page_Number|Volume_Number|Demand_Number|Major_Head_Code|Major_Head_Name|Sub_Major_Head_Code|Sub_Major_Head_Name|Minor_Head_Code|Minor_Head_Name|Sub_Head_Code|Sub_Head_Name|Detailed_Head_Code|Detailed_Head_Name|Object_Head_Code|Object_Head_Description|Full_Account_Code|Description|Vote_Charge_Marker|Row_Type|Row_Level|Financial_Col_1|Financial_Col_2|Financial_Col_3|Financial_Col_4|Avg_Accuracy_%
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|051|General Expenses|2039-00-001-0-01|General Expenses|V|Data|Object-Head|466.69|500.00|1500.00|150.00|100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|052|Telephone Charges|2039-00-001-0-01|Telephone Charges|V|Data|Object-Head|40.98||||100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|071|Building Expenses|2039-00-001-0-01|Building Expenses|V|Data|Object-Head|1778.70|1700.00|1700.00|1800.00|100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|117|Scholarships & Incentives|2039-00-001-0-01|Scholarships & Incentives|V|Data|Object-Head|45.31|52.00|52.00|54.00|100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|180|Machinery and Equipments|2039-00-001-0-01|Machinery and Equipments|V|Data|Object-Head|5.96||||100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|195|Transport Expenses|2039-00-001-0-01|Transport Expenses|V|Data|Object-Head|1132.87|1195.11|1195.11|1456.08|100.0
1|Volume 1|03|2039|State Excise|00||001||0||01|Commissioner for Excise and Other Establishments|||2039-00-001-0-01|HOA Total :|V|Total|Detailed-Head|31852.01|37064.02|38992.95|39993.01|100.0
1|Volume 1|03|2039|State Excise|00||911||0||00|Deduct Recoveries of Over Payment|||2039-00-911-0-00|Deduct Recoveries of Over Payment|V|Header|Detailed-Head|||||100.0
1|Volume 1|03|2039|State Excise|00||911||0||00|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2039-00-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.19||||100.0
1|Volume 1|03|2039|State Excise|00||911||0||00|Deduct Recoveries of Over Payment|||2039-00-911-0-00|HOA Total :|V|Total|Detailed-Head|-0.19|0.00|0.00|0.00|100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||01|Deduct Recovery of Over Payments of Current Year|||2039-00-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head|||||100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2039-00-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-10.65||||100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||01|Deduct Recovery of Over Payments of Current Year|||2039-00-911-0-01|HOA Total :|V|Total|Detailed-Head|-10.65|0.00|0.00|0.00|100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recovery of Over Payments of Previous Year|||2039-00-911-0-02|Deduct Recovery of Over Payments of Previous Year|V|Header|Detailed-Head|||||100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recovery of Over Payments of Previous Year|364|Deduct - Recoveries|2039-00-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-0.20||||100.0
2|1|03|2039|State Excise|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recovery of Over Payments of Previous Year|||2039-00-911-0-02|HOA Total :|V|Total|Detailed-Head|-0.20|0.00|0.00|0.00|100.0
2|1|03|2039|State Excise|00||||||||||2039|2039 - Total :|V|Total|Major-Head|31840.97|37064.02|38992.95|39993.01|
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|||2043-00-001-0-01|Commissioner for Commercial Taxes|V|Header|Detailed-Head|||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|002|Basic Pay|2043-00-001-0-01|Basic Pay|V|Data|Object-Head|4265.08|27107.00|27107.00|27248.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|003|Basic Pay-Staff|2043-00-001-0-01|Basic Pay-Staff|V|Data|Object-Head|5660.01||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|004|Interim Relief|2043-00-001-0-01|Interim Relief|V|Data|Object-Head|668.94||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|011|Dearness Allowance|2043-00-001-0-01|Dearness Allowance|V|Data|Object-Head|2408.31|5983.00|5983.00|6841.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|014|Other Allowance|2043-00-001-0-01|Other Allowance|V|Data|Object-Head|2369.53|5629.00|5629.00|4865.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|015|Subsidiary Expenses|2043-00-001-0-01|Subsidiary Expenses|V|Data|Object-Head|122.32|200.00|100.00|200.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|020|Medical Allowance|2043-00-001-0-01|Medical Allowance|V|Data|Object-Head|41.92||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|021|Reimbursement of Medical Expenses|2043-00-001-0-01|Reimbursement of Medical Expenses|V|Data|Object-Head|78.80|238.00|238.00|230.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|034|Contract/Outsource|2043-00-001-0-01|Contract/Outsource|V|Data|Object-Head|9475.74|9256.59|10854.71|11144.97|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|041|Travel Expenses|2043-00-001-0-01|Travel Expenses|V|Data|Object-Head|46.72|28.00|38.59|40.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|050|Office Expenses|2043-00-001-0-01|Office Expenses|V|Data|Object-Head|526.72|1100.00|1100.00|1100.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|051|General Expenses|2043-00-001-0-01|General Expenses|V|Data|Object-Head|2289.92|7360.00|5960.00|7000.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|052|Telephone Charges|2043-00-001-0-01|Telephone Charges|V|Data|Object-Head|118.04||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|071|Building Expenses|2043-00-001-0-01|Building Expenses|V|Data|Object-Head|2611.86|3120.00|3120.00|3300.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|104|Contributions|2043-00-001-0-01|Contributions|V|Data|Object-Head|4022.00||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|131|Secret Service Expenses|2043-00-001-0-01|Secret Service Expenses|V|Data|Object-Head|36.80|50.00|50.00|50.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|177|IT Expenditure|2043-00-001-0-01|IT Expenditure|V|Data|Object-Head||240.00|2.00|685.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|195|Transport Expenses|2043-00-001-0-01|Transport Expenses|V|Data|Object-Head|1983.10|2428.00|2008.12|2745.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|200|Maintenance Expenditure|2043-00-001-0-01|Maintenance Expenditure|V|Data|Object-Head|19.31|50.00|50.00|50.00|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||001||0||01|Commissioner for Commercial Taxes|||2043-00-001-0-01|HOA Total :|V|Total|Detailed-Head|36745.12|62789.59|62240.42|65498.97|100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|||2043-00-101-0-02|Collection Charges|V|Header|Detailed-Head|||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|002|Basic Pay|2043-00-101-0-02|Basic Pay|V|Data|Object-Head|3555.87||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|003|Basic Pay-Staff|2043-00-101-0-02|Basic Pay-Staff|V|Data|Object-Head|8939.76||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|004|Interim Relief|2043-00-101-0-02|Interim Relief|V|Data|Object-Head|791.32||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|011|Dearness Allowance|2043-00-101-0-02|Dearness Allowance|V|Data|Object-Head|2906.39||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|014|Other Allowance|2043-00-101-0-02|Other Allowance|V|Data|Object-Head|2505.95||||100.0
3|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|020|Medical Allowance|2043-00-101-0-02|Medical Allowance|V|Data|Object-Head|66.27||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|021|Reimbursement of Medical Expenses|2043-00-101-0-02|Reimbursement of Medical Expenses|V|Data|Object-Head|64.08||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|041|Travel Expenses|2043-00-101-0-02|Travel Expenses|V|Data|Object-Head|7.44|12.00|12.00|13.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|050|Office Expenses|2043-00-101-0-02|Office Expenses|V|Data|Object-Head|183.95|210.00|359.80|220.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|051|General Expenses|2043-00-101-0-02|General Expenses|V|Data|Object-Head|193.60|225.00|225.00|230.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|052|Telephone Charges|2043-00-101-0-02|Telephone Charges|V|Data|Object-Head|41.68||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|071|Building Expenses|2043-00-101-0-02|Building Expenses|V|Data|Object-Head|509.11|400.00|599.90|450.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|125|Modernisation|2043-00-101-0-02|Modernisation|V|Data|Object-Head|121.55||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|195|Transport Expenses|2043-00-101-0-02|Transport Expenses|V|Data|Object-Head|617.14|500.00|699.47|641.77|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||101||0||02|Collection Charges|||2043-00-101-0-02|HOA Total :|V|Total|Detailed-Head|20504.11|1347.00|1896.17|1554.77|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||797||0||01|Transfer to Consumer Welfare Fund(under GST Act)|||2043-00-797-0-01|Transfer to Consumer Welfare Fund(under GST Act)|V|Header|Detailed-Head|||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||797||0||01|Transfer to Consumer Welfare Fund(under GST Act)|261|Inter Account Transfers|2043-00-797-0-01|Inter Account Transfers|V|Data|Object-Head||1.00|1.00|1.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||797||0||01|Transfer to Consumer Welfare Fund(under GST Act)|||2043-00-797-0-01|HOA Total :|V|Total|Detailed-Head|0.00|1.00|1.00|1.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||800||0||13|Consumer Welfare Activities under KGST ACT|||2043-00-800-0-13|Consumer Welfare Activities under KGST ACT|V|Header|Detailed-Head|||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||800||0||13|Consumer Welfare Activities under KGST ACT|051|General Expenses|2043-00-800-0-13|General Expenses|V|Data|Object-Head||1.00|1.00|1.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||800||0||13|Consumer Welfare Activities under KGST ACT|||2043-00-800-0-13|HOA Total :|V|Total|Detailed-Head|0.00|1.00|1.00|1.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||00|Deduct Recoveries of Over Payment|||2043-00-911-0-00|Deduct Recoveries of Over Payment|V|Header|Detailed-Head|||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||00|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2043-00-911-0-00|Deduct - Recoveries|V|Data|Object-Head|-0.08||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||00|Deduct Recoveries of Over Payment|||2043-00-911-0-00|HOA Total :|V|Total|Detailed-Head|-0.08|0.00|0.00|0.00|100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||01|Deduct Recovery of Overpayments|||2043-00-911-0-01|Deduct Recovery of Overpayments|V|Header|Detailed-Head|||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||01|Deduct Recovery of Overpayments|364|Deduct - Recoveries|2043-00-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-347.96||||100.0
4|01|03|2043|Collections Charges under State Goods and Services Tax|00||911||0||01|Deduct Recovery of Overpayments|||2043-00-911-0-01|HOA Total :|V|Total|Detailed-Head|-347.96|0.00|0.00|0.00|100.0
5|1|03|2043|Collections Charges under State Goods and Services Tax|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|||2043-00-911-0-02|Deduct Recoveries of Over Payment|V|Header|Detailed-Head|||||100.0
5|1|03|2043|Collections Charges under State Goods and Services Tax|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2043-00-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-19.82||||100.0
5|1|03|2043|Collections Charges under State Goods and Services Tax|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|||2043-00-911-0-02|HOA Total :|V|Total|Detailed-Head|-19.82|0.00|0.00|0.00|100.0
5|1|03|2043|Collections Charges under State Goods and Services Tax|00|||||||||||2043 - Total :|V|Total|Major-Head|56881.37|64138.59|64138.59|67055.74|
6|01|03|2045|Other Taxes & Duties on Commodities and Services|00|||||||||||2045|Other Taxes & Duties on Commodities and Services|Header|Sub-Major-Head|||||
6|01|03|2045|Other Taxes & Duties on Commodities and Services|00||911|Deduct Recovery of Over Payments of Current Year|0||01|Deduct Recovery of Over Payments of Current Year|||2045-00-911-0-01|Deduct Recovery of Over Payments of Current Year|V|Header|Detailed-Head|||||100.0
6|01|03|2045|Other Taxes & Duties on Commodities and Services|00||911|Deduct Recovery of Over Payments of Current Year|0||01|Deduct Recovery of Over Payments of Current Year|364|Deduct - Recoveries|2045-00-911-0-01|Deduct - Recoveries|V|Data|Object-Head|-3.67||||100.0
6|01|03|2045|Other Taxes & Duties on Commodities and Services|00||911|Deduct Recovery of Over Payments of Current Year|0||01|Deduct Recovery of Over Payments of Current Year|||2045-00-911-0-01|HOA Total :|V|Total|Detailed-Head|-3.67|0.00|0.00|0.00|100.0
6|01|03|2045|Other Taxes & Duties on Commodities and Services|00|||||||||||2045 - Total :|V|Total|Major-Head|-3.67|0.00|0.00|0.00|
7|01|03|2047|Other Fiscal Services|00||||||||||2047|Other Fiscal Services|V|Header|Major-Head|||||
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|||2047-00-103-0-01|Director of Small Savings|V|Header|Detailed-Head|||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|002|Basic Pay|2047-00-103-0-01|Basic Pay|V|Data|Object-Head|294.42|1188.00|1188.00|1205.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|003|Basic Pay-Staff|2047-00-103-0-01|Basic Pay-Staff|V|Data|Object-Head|705.72||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|004|Interim Relief|2047-00-103-0-01|Interim Relief|V|Data|Object-Head|63.88||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|011|Dearness Allowance|2047-00-103-0-01|Dearness Allowance|V|Data|Object-Head|233.74|262.00|262.00|301.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|014|Other Allowance|2047-00-103-0-01|Other Allowance|V|Data|Object-Head|148.81|167.00|172.50|164.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|020|Medical Allowance|2047-00-103-0-01|Medical Allowance|V|Data|Object-Head|5.60||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|021|Reimbursement of Medical Expenses|2047-00-103-0-01|Reimbursement of Medical Expenses|V|Data|Object-Head|4.04|15.00|15.00|15.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|034|Contract/Outsource|2047-00-103-0-01|Contract/Outsource|V|Data|Object-Head|55.01|56.83|56.83|77.09|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|041|Travel Expenses|2047-00-103-0-01|Travel Expenses|V|Data|Object-Head|6.71|4.16|4.16|5.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|050|Office Expenses|2047-00-103-0-01|Office Expenses|V|Data|Object-Head||7.00|7.00|32.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|051|General Expenses|2047-00-103-0-01|General Expenses|V|Data|Object-Head|31.85|26.00|26.00|3.70|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|052|Telephone Charges|2047-00-103-0-01|Telephone Charges|V|Data|Object-Head|4.55||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|053|Purchase of Furniture and Fixture for Office|2047-00-103-0-01|Purchase of Furniture and Fixture for Office|V|Data|Object-Head|1.96||||100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|071|Building Expenses|2047-00-103-0-01|Building Expenses|V|Data|Object-Head|46.02|28.00|28.00|32.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|195|Transport Expenses|2047-00-103-0-01|Transport Expenses|V|Data|Object-Head|4.35|22.62|22.62|16.54|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|200|Maintenance Expenditure|2047-00-103-0-01|Maintenance Expenditure|V|Data|Object-Head||5.00|5.00|5.00|100.0
7|01|03|2047|Other Fiscal Services|00||103|Promotion of Small Savings|0||01|Director of Small Savings|||2047-00-103-0-01|HOA Total :|V|Total|Detailed-Head|1606.66|1781.61|1787.11|1856.33|100.0
7|01|03|2047|Other Fiscal Services|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|||2047-00-911-0-02|Deduct Recoveries of Over Payment|V|Header|Detailed-Head|||||100.0
7|01|03|2047|Other Fiscal Services|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|364|Deduct - Recoveries|2047-00-911-0-02|Deduct - Recoveries|V|Data|Object-Head|-0.23||||100.0
7|01|03|2047|Other Fiscal Services|00||911|Deduct Recoveries of Over Payment|0||02|Deduct Recoveries of Over Payment|||2047-00-911-0-02|HOA Total :|V|Total|Detailed-Head|-0.23|0.00|0.00|0.00|100.0
7|01|03|2047|Other Fiscal Services|00|||||||||||2047 - Total :|V|Total|Major-Head|1606.43|1781.61|1787.11|1856.33|
8|01|03|2052|Secretariat-General Services|00||||||||||2052|Secretariat-General Services|V|Header|Major-Head|||||
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|||||||2052-00-090|Secretariat|V|Header|Minor-Head|||||
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||||||2052-00-090-0||V|Header|Sub-Head|||||
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|||2052-00-090-0-07|Integrated Budget Information System(IBIS) and Other Charges|V|Header|Detailed-Head|||||100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|015|Subsidiary Expenses|2052-00-090-0-07|Subsidiary Expenses|V|Data|Object-Head|0.20|1.00|1.00|1.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|034|Contract/Outsource|2052-00-090-0-07|Contract/Outsource|V|Data|Object-Head|93.97|104.74|104.74|113.80|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|050|Office Expenses|2052-00-090-0-07|Office Expenses|V|Data|Object-Head|7.12|20.00|20.00|20.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|051|General Expenses|2052-00-090-0-07|General Expenses|V|Data|Object-Head|1106.42|40.00|80.00|80.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|059|Other Expenses|2052-00-090-0-07|Other Expenses|V|Data|Object-Head|0.48|109.54|69.54|20.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|195|Transport Expenses|2052-00-090-0-07|Transport Expenses|V|Data|Object-Head|4.56|5.00|5.00|5.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|221|Materials and Supplies|2052-00-090-0-07|Materials and Supplies|V|Data|Object-Head|0.77|1.00|1.00|1.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||07|Integrated Budget Information System(IBIS) and Other Charges|||2052-00-090-0-07|HOA Total :|V|Total|Detailed-Head|1213.52|281.28|281.28|240.80|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|||2052-00-090-0-12|Fiscal Policy Institute|V|Header|Detailed-Head|||||100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|002|Basic Pay|2052-00-090-0-12|Basic Pay|V|Data|Object-Head|87.97|128.00|128.00|149.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|003|Basic Pay-Staff|2052-00-090-0-12|Basic Pay-Staff|V|Data|Object-Head|29.33||||100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|004|Interim Relief|2052-00-090-0-12|Interim Relief|V|Data|Object-Head|8.09||||100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|011|Dearness Allowance|2052-00-090-0-12|Dearness Allowance|V|Data|Object-Head|39.50|38.00|38.00|52.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|014|Other Allowance|2052-00-090-0-12|Other Allowance|V|Data|Object-Head|37.83|39.00|39.00|43.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|015|Subsidiary Expenses|2052-00-090-0-12|Subsidiary Expenses|V|Data|Object-Head|80.35|110.00|95.00|114.00|100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|020|Medical Allowance|2052-00-090-0-12|Medical Allowance|V|Data|Object-Head|0.21||||100.0
8|01|03|2052|Secretariat-General Services|00||090|Secretariat|0||12|Fiscal Policy Institute|021|Reimbursement of Medical Expenses|2052-00-090-0-12|Reimbursement of Medical Expenses|V|Data|Object-Head||9.00|9.00|9.00|100.0
